carat,cut,color,clarity,depth,table,price,x,y,z,resid
1.08,Premium,H,VS1,58.6,60,5818,6.84,6.78,3.99,1.095354998946636
1.12,Ideal,H,SI1,60.9,57,5818,6.7,6.73,4.09,1.0305915977665048
1.2,Good,I,VS1,61.7,62,5818,6.65,6.74,4.13,0.9180656247885878
1.2,Good,I,VS1,59.6,61,5818,6.84,6.89,4.09,0.9180656247885878
1.14,Very Good,F,SI1,61,60,5819,6.67,6.74,4.09,1.0006438294605509
1,Good,E,VS2,63.7,56,5819,6.37,6.34,4.05,1.2463546075560266
1.07,Very Good,H,VS2,61.3,58,5820,6.59,6.62,4.05,1.1129468503041064
1.07,Ideal,H,VS2,62,57,5820,6.55,6.58,4.07,1.1129468503041064
1.23,Ideal,I,SI2,61.8,55,5820,6.87,6.91,4.26,0.881153886425464
1.31,Ideal,I,SI2,61,59,5820,7.05,7.01,4.29,0.7928500386544083
1.05,Very Good,D,SI1,60.5,56,5821,6.59,6.7,4,1.1488980272917548
1.08,Good,D,SI1,63.8,59,5821,6.39,6.47,4.1,1.095919809018283
1.05,Premium,G,VS2,61.9,59,5821,6.56,6.52,4.05,1.1488980272917548
1.05,Premium,D,SI1,58.6,60,5821,6.73,6.66,3.92,1.1488980272917548
1.05,Premium,E,SI1,61.8,56,5821,6.57,6.5,4.04,1.1488980272917548
1.1,Premium,F,SI1,59.5,59,5821,6.77,6.7,4.01,1.0627333543446542
1.2,Premium,H,SI1,59.3,60,5822,7,6.92,4.13,0.9186968146303125
1.2,Premium,H,SI1,60.8,60,5822,6.87,6.79,4.15,0.9186968146303125
1.2,Ideal,H,SI1,61.7,55,5822,6.86,6.82,4.22,0.9186968146303125
1.2,Premium,H,SI1,62.2,59,5822,6.79,6.71,4.2,0.9186968146303125
1.19,Ideal,E,SI2,60.2,57,5822,6.87,6.84,4.13,0.9316710603213563
1.01,Good,E,SI1,64,60,5823,6.38,6.28,4.05,1.226586628514311
1.3,Premium,H,VS2,62.7,58,5824,7.01,6.97,4.38,0.803649088563091
1,Ideal,G,VS2,62.3,56,5824,6.38,6.36,3.97,1.247425542946606
0.91,Very Good,D,VS2,59.6,58,5825,6.32,6.34,3.77,1.4612627584438684
1.19,Good,F,SI1,57.6,60,5825,6.98,7.02,4.03,0.9321511381607529
1.21,Very Good,H,SI1,62.4,58,5826,6.83,6.79,4.25,0.906631153232219
1.01,Premium,H,VS1,62.1,62,5826,6.36,6.32,3.94,1.227218563923128
1.03,Premium,G,VS2,63,59,5826,6.45,6.4,4.05,1.1875472839010366
1.2,Ideal,G,SI2,61.1,57,5826,6.86,6.83,4.18,0.9193280044720368
0.9,Ideal,F,VS2,60.8,57,5828,6.22,6.24,3.79,1.4893404250290325
1.01,Ideal,H,SI2,59.1,59,5828,6.58,6.61,3.9,1.227639854195673
1.13,Ideal,D,SI1,61.8,56,5829,6.68,6.74,4.15,1.0172731410833573
1.01,Good,E,VS2,65.6,55,5829,6.16,6.22,4.06,1.2278504993319461
1,Good,F,VS1,64.8,59,5829,6.17,6.23,4.02,1.2484964783371855
1.15,Very Good,H,VS2,60.3,59,5831,6.75,6.79,4.08,0.9881385698781634
1.14,Ideal,H,VS2,61.6,56,5831,6.68,6.72,4.13,1.0027073671738218
1.16,Good,J,VVS2,61.6,57,5831,6.79,6.85,4.2,0.9739048553503686
1.37,Ideal,J,VS2,63,57,5831,7.11,7.05,4.46,0.7369155042212248
1.17,Premium,H,SI1,58.5,62,5831,6.95,6.9,4.05,0.9599957267362849
1.27,Premium,H,VS2,58.9,61,5832,7.09,7.03,4.16,0.8368637754590535
1.3,Very Good,J,VS2,61.6,56,5832,7.02,7.07,4.34,0.8047530021462822
1.22,Premium,I,VS2,62.3,59,5832,6.79,6.83,4.24,0.8951329266466533
1.01,Ideal,D,SI1,62,57,5832,6.37,6.44,3.97,1.228482434740763
1.01,Very Good,D,SI1,62.5,61,5832,6.34,6.4,3.98,1.228482434740763
1.01,Very Good,D,SI1,62.8,60,5832,6.36,6.42,4.01,1.228482434740763
1.31,Premium,I,VS2,60.4,59,5832,7.16,7.05,4.29,0.7944847810021491
1.33,Premium,I,SI2,62.4,58,5832,7.04,7.02,4.39,0.7745654651649531
1.2,Ideal,H,VS2,63,56,5833,6.74,6.65,4.22,0.9204325866950548
1.2,Very Good,H,VS2,63.2,55,5833,6.74,6.67,4.24,0.9204325866950548
1.05,Ideal,H,VS2,61.7,57,5833,6.55,6.52,4.03,1.151266482252671
1,Fair,F,VS1,65.3,56,5833,6.28,6.25,4.09,1.2493532266496474
1.5,Good,H,SI2,57.3,62,5833,7.55,7.5,4.31,0.63326948979354
1.23,Good,I,VS1,63.6,59,5834,6.76,6.85,4.33,0.8832735005852493
1.37,Very Good,I,SI2,62.2,59,5834,7.07,7.17,4.43,0.7372946409923897
1.06,Ideal,F,SI1,61.9,57,5834,6.57,6.54,4.06,1.1333177708825388
1.24,Very Good,I,VS2,62.7,55,5836,6.82,6.87,4.29,0.8716676462772439
1.03,Ideal,D,SI2,60.7,58,5836,6.51,6.53,3.96,1.1895856417518804
1.08,Premium,F,SI1,61.3,57,5836,6.63,6.58,4.05,1.0987438593765162
1.17,Ideal,F,SI1,62.2,56,5837,6.71,6.73,4.18,0.9609835460400791
1.03,Ideal,E,SI1,60.3,55,5837,6.62,6.57,3.98,1.1897894775369648
1.12,Ideal,H,SI1,61.8,56,5838,6.67,6.69,4.13,1.0341343670953678
1.01,Premium,G,VS2,62.1,60,5839,6.35,6.37,3.95,1.22995695069467
1.01,Very Good,G,VS2,61.6,56,5839,6.4,6.46,3.96,1.22995695069467
1.02,Very Good,D,SI1,62.7,57,5839,6.42,6.5,4.05,1.2098162954269691
1.08,Ideal,H,VS2,62.1,56,5839,6.59,6.56,4.08,1.0993086694481622
1.02,Ideal,E,SI1,62.2,54.7,5840,6.44,6.47,4.01,1.210023491230261
1,Fair,F,VS2,64.9,56,5840,6.26,6.31,4.08,1.2508525361964582
0.74,Ideal,D,VVS2,61.4,56,5841,5.82,5.87,3.58,2.072164096071612
1.23,Premium,F,SI2,59.9,58,5841,7.02,6.96,4.19,0.8843333076651431
1.17,Ideal,D,SI2,62.7,57,5842,6.7,6.72,4.21,0.9618067287932393
1.05,Ideal,F,SI1,61.3,54,5842,6.58,6.61,4.04,1.1530428234733598
1,Ideal,F,VS2,62,55,5844,6.43,6.48,4,1.2517092845089215
1.09,Very Good,H,VS1,60.2,61,5845,6.66,6.7,4.02,1.0835721404325491
1.12,Premium,H,VS1,62.1,58,5845,6.6,6.64,4.11,1.0353743363604715
1.5,Fair,J,VS2,64.5,59,5846,7.2,7.07,4.6,0.63468085673462
1.2,Premium,G,SI2,62.4,58,5846,6.77,6.73,4.21,0.9224839536806609
1.2,Premium,H,SI2,62.3,59,5846,6.82,6.75,4.23,0.9224839536806609
1.2,Premium,F,SI2,62.6,58,5846,6.79,6.73,4.23,0.9224839536806609
1.03,Premium,H,VS1,61.2,58,5849,6.55,6.52,4,1.1922355069579749
1.26,Very Good,H,VS2,63.1,58,5849,6.91,6.81,4.34,0.8504959481470822
1.08,Ideal,H,VS2,61.9,54,5850,6.64,6.61,4.1,1.1013796397108668
1.25,Very Good,F,SI2,58,63,5851,7.16,7.06,4.13,0.8622236744269949
1,Very Good,D,SI1,63.2,60,5851,6.31,6.35,4,1.253208594055733
1.15,Premium,G,SI1,62.2,56,5851,6.76,6.68,4.18,0.9915278292500661
1.15,Premium,G,SI1,62.6,58,5851,6.71,6.65,4.18,0.9915278292500661
1.33,Ideal,J,VS1,61.3,57,5852,7.08,7.11,4.35,0.7772217253335572
1.16,Ideal,H,SI1,60,60,5852,6.87,6.84,4.11,0.9774123158138159
1,Fair,G,VS1,58.7,67,5853,6.47,6.45,3.79,1.2536369682119637
1.2,Very Good,H,VS1,63.1,57,5853,6.69,6.65,4.2,0.923588535903678
1,Very Good,H,VS2,61.3,63,5854,6.38,6.4,3.92,1.2538511552900815
1.11,Ideal,H,SI1,61.6,56,5854,6.69,6.73,4.07,1.0526717745971992
1.01,Premium,F,SI1,59.1,56,5854,6.65,6.52,3.89,1.2331166277387569
1.01,Ideal,I,VS2,62.5,56,5855,6.38,6.41,4,1.2333272728750284
0.9,Good,G,IF,61.8,61,5855,6.12,6.17,3.8,1.4962402519809515
1.23,Very Good,I,SI1,63.1,56,5855,6.91,6.79,4.32,0.8864529218249293
1.23,Ideal,I,SI1,62,57,5855,6.91,6.87,4.27,0.8864529218249293
1.36,Premium,I,SI2,62.7,58,5856,7.01,7.08,4.42,0.7492169558966474
1.33,Ideal,J,SI1,62.4,54,5857,7.04,7.07,4.4,0.7778857903757077
1.14,Premium,H,VS2,61.3,59,5858,6.76,6.72,4.13,1.007350327028683
1.24,Very Good,H,SI2,60,58,5858,6.99,7.05,4.21,0.8749535764037168
1.81,Fair,J,I1,68,57,5859,7.43,7.39,5.04,0.46429573838143856
1,Very Good,G,VS2,61.5,58,5860,6.36,6.39,3.92,1.2551362777587765
1,Good,G,VS2,63.5,59,5860,6.23,6.33,3.99,1.2551362777587765
1.09,Premium,H,VS1,60.2,59,5860,6.71,6.67,4.03,1.0863529072600064
1.01,Premium,D,SI1,61.5,59,5860,6.46,6.39,3.95,1.2343804985563913
1.01,Very Good,H,VS2,61.2,57,5861,6.49,6.41,3.95,1.2345911436926622
1.01,Very Good,F,SI1,62.4,59,5861,6.37,6.42,3.99,1.2345911436926622
1.14,Ideal,H,SI1,60.4,57,5861,6.78,6.83,4.11,1.0078662114570003
1.35,Ideal,J,VS2,61.4,57,5862,7.1,7.13,4.37,0.7593177822634498
1.12,Ideal,H,SI1,62.8,55,5863,6.66,6.61,4.17,1.038562828756449
1.14,Ideal,I,VS1,61.7,53,5863,6.75,6.77,4.17,1.0082101344092134
1,Good,G,VS1,64.2,61,5863,6.23,6.29,4.02,1.255778838993124
1.01,Premium,G,VS2,60.7,61,5864,6.46,6.42,3.91,1.2352230791014802
1.01,Premium,G,VS2,61.2,58,5864,6.49,6.46,3.96,1.2352230791014802
1.01,Premium,G,VS2,63,56,5864,6.41,6.35,4.02,1.2352230791014802
1.01,Premium,G,VS2,61.9,59,5864,6.38,6.34,3.94,1.2352230791014802
1.01,Premium,G,VS2,61.6,61,5864,6.46,6.36,3.95,1.2352230791014802
1.01,Premium,G,VS2,61.5,56,5864,6.47,6.41,3.96,1.2352230791014802
1,Good,F,VS2,64,59,5864,6.29,6.25,4.03,1.2559930260712389
1,Premium,F,VS2,62.8,55,5864,6.38,6.35,4,1.2559930260712389
1,Premium,F,VS2,59.9,59,5864,6.46,6.42,3.86,1.2559930260712389
1.01,Premium,G,VS2,60.7,60,5864,6.49,6.45,3.93,1.2352230791014802
1.01,Premium,G,VS2,62.1,59,5864,6.43,6.38,3.98,1.2352230791014802
1.01,Premium,G,VS2,60.2,59,5864,6.55,6.48,3.92,1.2352230791014802
1.1,Ideal,I,VS1,62.3,55,5864,6.64,6.6,4.12,1.0705838154744973
1.21,Very Good,I,VS1,59.4,60,5865,6.9,6.97,4.12,0.9127002598192522
1,Very Good,E,SI1,60.1,60,5865,6.45,6.49,3.89,1.2562072131493542
1.21,Very Good,I,VS1,61.2,58,5866,6.85,6.91,4.21,0.9128558779368695
1.24,Ideal,J,VS1,61.6,57,5866,6.89,6.93,4.26,0.8761484600860715
1.24,Ideal,I,SI2,61.8,58,5866,6.85,6.9,4.25,0.8761484600860715
1.08,Ideal,H,SI1,60,58,5867,6.69,6.66,4.01,1.104580230116863
1.2,Very Good,H,SI1,62.4,57,5868,6.76,6.8,4.23,0.9259554978101463
1.1,Ideal,G,SI1,62.2,56.6,5868,6.56,6.6,4.09,1.0713140909284362
1.2,Premium,G,SI1,62.5,60,5868,6.74,6.68,4.21,0.9259554978101463
1.31,Premium,I,SI1,63,57,5869,6.96,6.91,4.37,0.7995252365743498
1.21,Very Good,H,SI1,63.1,60,5871,6.74,6.69,4.24,0.9136339685249493
1.18,Good,D,SI2,59.7,61,5871,6.83,6.88,4.09,0.952893306366029
1.68,Good,E,I1,64.3,60,5871,7.48,7.44,4.8,0.5271428045544684
1.21,Premium,H,SI1,62.5,60,5871,6.77,6.7,4.21,0.9136339685249493
1.04,Good,F,SI1,63.6,59,5871,6.4,6.36,4.06,1.1774991213917203
1.07,Premium,D,SI1,61.8,61,5872,6.57,6.54,4.05,1.122890705324005
1.07,Ideal,D,SI1,61.8,55,5872,6.59,6.54,4.06,1.122890705324005
1.31,Premium,J,SI1,59.6,59,5876,7.16,7.13,4.26,0.8004788362771993
1.06,Ideal,E,SI1,58.8,57,5877,6.71,6.66,3.93,1.141670987226035
1.28,Premium,H,VS2,59.4,60,5878,7.07,7.03,4.19,0.8324508234578893
0.93,Ideal,G,IF,62.2,58,5879,6.25,6.22,3.88,1.422045618786309
0.95,Ideal,E,VS1,61.5,57,5879,6.3,6.28,3.87,1.372233070431259
1,Premium,D,SI1,61.3,61,5880,6.52,6.39,3.96,1.2594200193210912
1,Premium,D,SI1,59.6,57,5880,6.54,6.44,3.87,1.2594200193210912
1.25,Ideal,H,SI2,62.8,55,5880,6.87,6.82,4.3,0.86649721511378
1.2,Very Good,F,SI2,62.8,57,5880,6.73,6.78,4.24,0.9278490673353198
1.2,Ideal,I,VS2,61.5,57,5880,6.8,6.75,4.17,0.9278490673353198
1,Ideal,D,SI1,60.6,56,5880,6.54,6.5,3.95,1.2594200193210912
1,Premium,D,SI1,60.3,59,5880,6.47,6.44,3.89,1.2594200193210912
1,Premium,D,SI1,62.5,59,5880,6.38,6.32,3.97,1.2594200193210912
1,Premium,D,SI1,61.4,58,5880,6.43,6.37,3.93,1.2594200193210912
1,Ideal,D,SI1,62.2,56,5880,6.38,6.35,3.96,1.2594200193210912
1,Ideal,E,SI1,61.6,55,5880,6.45,6.43,3.97,1.2594200193210912
1,Ideal,D,SI1,60.5,57,5880,6.52,6.48,3.93,1.2594200193210912
1.01,Ideal,H,VS1,62.6,57,5882,6.4,6.37,4,1.2390146915543845
1.01,Fair,E,VS2,65.3,59,5882,6.15,6.1,4,1.2390146915543845
1.21,Ideal,H,VS2,62.2,55,5882,6.84,6.79,4.24,0.9153457678187291
1.21,Ideal,H,VS2,62.8,55,5882,6.79,6.74,4.25,0.9153457678187291
1.04,Premium,F,SI1,59.5,60,5882,6.62,6.59,3.93,1.179705302678608
1.04,Ideal,F,SI1,61.3,56,5882,6.55,6.5,4,1.179705302678608
1.01,Premium,E,VS2,59.3,59,5882,6.59,6.54,3.89,1.2390146915543845
1.04,Premium,H,VS1,59.7,59,5882,6.64,6.59,3.95,1.179705302678608
1.01,Premium,E,VS2,59.5,60,5882,6.3,6.24,3.73,1.2390146915543845
1,Very Good,H,VS2,64.7,56,5883,6.23,6.29,4.05,1.260062580555439
1.03,Premium,H,VS1,62.4,60,5883,6.48,6.43,4.03,1.1991659236508403
1.2,Very Good,I,VS2,61.7,59,5884,6.83,6.88,4.23,0.9284802571770459
1.03,Very Good,I,SI2,63.5,58,5884,6.38,6.4,4.06,1.199369759435926
1.2,Very Good,H,SI2,61.5,58,5884,6.78,6.84,4.19,0.9284802571770459
1.2,Ideal,I,VS2,62.5,56,5884,6.66,6.74,4.19,0.9284802571770459
1.21,Very Good,E,SI1,61,60,5885,6.83,6.88,4.18,0.9158126221715772
1.27,Ideal,J,VS1,61.4,59,5885,6.95,6.97,4.27,0.84446901896031
1.13,Premium,H,VS2,60.6,58,5885,6.81,6.72,4.1,1.027046223241646
1.13,Ideal,H,VS2,62,57,5885,6.7,6.66,4.14,1.027046223241646
1.13,Premium,H,VS2,62.4,58,5885,6.66,6.61,4.14,1.027046223241646
1.01,Very Good,G,VS2,60,57,5886,6.53,6.6,3.94,1.2398572720994734
0.92,Ideal,H,VVS1,62.1,54,5886,6.26,6.23,3.88,1.4497679310347733
1.05,Premium,H,VS1,60.1,57,5886,6.62,6.59,3.97,1.1617271583300575
0.9,Very Good,E,VS2,61.3,58,5887,6.16,6.23,3.8,1.5044178246647064
1,Ideal,G,VS2,62.3,56,5887,6.37,6.41,3.98,1.2609193288679024
1,Ideal,G,VS2,62.3,56,5887,6.43,6.32,3.97,1.2609193288679024
1,Premium,G,VS2,61,59,5887,6.41,6.37,3.9,1.2609193288679024
1.28,Ideal,G,SI2,61.4,57,5888,6.96,6.99,4.28,0.8338670378564231
1.1,Ideal,H,VS2,61.3,56,5888,6.64,6.67,4.08,1.0749654681981318
1.09,Premium,G,VS2,59.9,56,5889,6.73,6.59,3.99,1.0917290564597564
1.06,Ideal,H,VS2,62.5,57,5889,6.49,6.47,4.05,1.144002117368405
1.06,Premium,H,VS2,62,58,5889,6.57,6.5,4.05,1.144002117368405
1.21,Premium,D,SI2,62.2,60,5889,6.8,6.83,4.24,0.9164350946420421
1.24,Premium,I,VS2,60.1,59,5889,7.02,6.95,4.2,0.8795837506728384
1.06,Premium,H,VS2,62.6,58,5889,6.54,6.49,4.08,1.144002117368405
1.23,Good,H,SI1,63.9,56,5889,6.81,6.77,4.34,0.8916005562129817
1.24,Ideal,F,SI2,61.7,57,5889,6.95,6.88,4.27,0.8795837506728384
1.24,Premium,I,VS2,62.1,55,5889,6.91,6.87,4.28,0.8795837506728384
1.23,Ideal,H,SI1,63,56,5889,6.83,6.79,4.29,0.8916005562129817
1.24,Premium,F,SI2,61.4,58,5889,6.94,6.9,4.25,0.8795837506728384
1.02,Premium,D,SI1,62.3,59,5890,6.38,6.42,3.99,1.2203832813949043
1.15,Ideal,D,SI2,61.7,57,5891,6.72,6.76,4.16,0.9983063479938717
1.17,Ideal,I,VS1,61.5,57,5892,6.74,6.79,4.16,0.9700385563248489
1.21,Premium,J,VVS1,61.3,59,5893,6.81,6.86,4.19,0.9170575671125067
0.99,Premium,F,VS2,62.6,55,5893,6.5,6.35,4.02,1.2836431906962633
1.21,Good,H,SI1,63.6,56,5893,6.63,6.68,4.23,0.9170575671125067
1.23,Ideal,F,SI2,62.3,58,5894,6.8,6.84,4.25,0.8923575612700484
1.04,Premium,E,SI1,61.2,59,5894,6.54,6.47,3.98,1.1821120459006649
1.01,Very Good,H,VS2,60.2,60,5897,6.46,6.5,3.9,1.2421743685984696
0.9,Ideal,D,VS2,63,57,5897,6.14,6.09,3.85,1.5069733161283803
1.29,Good,J,VS2,58.2,61,5898,7.07,7.12,4.13,0.82446067923937
1.01,Premium,G,VS1,61.7,59,5898,6.38,6.33,3.92,1.2423850137347416
1.16,Ideal,D,SI2,62.1,54,5898,6.79,6.74,4.2,0.9850953244480316
1.14,Good,E,SI1,60.9,64,5899,6.78,6.68,4.09,1.0144007475490273
1.2,Premium,H,SI1,62.4,59,5899,6.73,6.7,4.19,0.9308472190835131
1.26,Premium,G,SI2,59.1,59,5899,7.09,7.05,4.18,0.8577663870951686
1.01,Very Good,F,VS2,62.9,56,5902,6.38,6.41,4.02,1.2432275942798332
1.01,Good,F,VS2,60.1,60,5902,6.46,6.51,3.9,1.2432275942798332
1.5,Very Good,J,SI2,58.7,60,5902,7.46,7.54,4.4,0.6407605912500391
1.21,Ideal,H,VS1,62,57,5902,6.79,6.75,4.19,0.9184581301710542
1.25,Premium,H,VS2,61.9,58,5902,6.9,6.84,4.25,0.8697392114968601
1.24,Ideal,H,SI2,62,56,5902,6.9,6.87,4.27,0.8815254366566645
1.24,Ideal,I,SI1,62.1,56,5902,6.88,6.84,4.26,0.8815254366566645
1.01,Very Good,H,VS1,59.1,59,5904,6.5,6.59,3.87,1.2436488845523772
1.09,Ideal,I,VS2,61.8,57,5904,6.55,6.59,4.06,1.0945098232872141
1,Good,G,VS1,64.4,58,5906,6.23,6.29,4.03,1.2649888833521046
1.03,Premium,E,VS2,61.3,61,5906,6.53,6.46,3.98,1.2038541467077801
0.9,Ideal,H,VS1,60.4,57,5907,6.27,6.29,3.79,1.5095288075920539
1.16,Ideal,G,SI1,61.8,55,5908,6.75,6.78,4.18,0.9867655437163398
1.11,Premium,E,SI1,61.3,58,5908,6.66,6.61,4.07,1.0623821052819007
1.08,Premium,E,SI1,59.6,60,5908,6.73,6.66,3.99,1.1122993010960334
1,Fair,G,VS1,64.4,56,5908,6.31,6.26,4.05,1.265417257508335
1.07,Ideal,F,SI1,60.6,57,5909,6.62,6.67,1.07,1.1299661406266261
1.22,Premium,J,VS1,61.7,59,5910,6.92,6.85,4.25,0.9071048690812272
1.01,Very Good,H,VS2,59.7,64,5911,6.45,6.48,3.86,1.2451234005062832
1.13,Ideal,H,SI1,61.9,60,5911,6.63,6.65,4.11,1.0315837256722797
1.16,Ideal,D,SI1,62,56,5911,6.76,6.73,4.18,0.987266609496832
1.38,Premium,J,SI1,59,59,5912,7.38,7.32,4.34,0.7381013139736194
1.33,Very Good,J,VS2,63.9,57,5913,6.91,6.96,4.43,0.7853233188477988
1.2,Good,D,SI1,63.5,55,5913,6.7,6.78,4.28,0.9330563835295487
1,Premium,H,VVS2,61.4,59,5914,6.49,6.45,3.97,1.266702379977031
1.1,Very Good,H,VS2,61.3,58,5914,6.63,6.74,4.1,1.0797122586487347
2,Fair,H,I1,69.8,54,5914,7.6,7.56,5.29,0.3964637489706467
1.05,Ideal,D,SI1,61.7,56,5914,6.53,6.59,4.05,1.1672535532388655
1.05,Ideal,D,SI1,62.8,57,5914,6.46,6.48,4.06,1.1672535532388655
1,Very Good,G,VVS2,63.5,55,5914,6.36,6.3,4.02,1.266702379977031
1,Ideal,F,VVS2,61.3,56,5914,6.44,6.41,3.94,1.266702379977031
1,Very Good,E,VS1,63.2,53,5914,6.4,6.33,4.02,1.266702379977031
1.2,Good,E,VS2,63.7,57,5914,6.71,6.64,4.25,0.9332141809899809
1.65,Fair,J,SI1,61.6,66,5914,7.61,7.47,4.66,0.547282238980487
1.2,Ideal,I,VS2,62.1,57,5914,6.78,6.71,4.19,0.9332141809899809
1.5,Premium,G,I1,60.3,61,5914,7.39,7.34,4.44,0.6420633915033429
1.5,Good,J,SI1,64,56,5914,7.21,7.16,4.6,0.6420633915033429
1.11,Very Good,D,SI1,61.6,57,5915,6.66,6.59,4.08,1.0636408518521407
1.02,Ideal,G,VS2,62.6,58,5915,6.43,6.39,4.01,1.225563176477226
1.31,Very Good,I,SI2,62.7,58,5916,6.88,6.94,4.33,0.8059279774363356
1.52,Fair,J,SI2,65.8,57,5916,7.18,7.11,4.7,0.6281811562920061
1.05,Very Good,G,VS2,61.7,55,5917,6.5,6.56,4.03,1.1678456669790935
1.2,Very Good,G,SI1,62.9,57,5918,6.73,6.79,4.25,0.9338453708317046
1.02,Premium,D,SI1,60.6,59,5918,6.53,6.47,3.94,1.2261847638871033
1.01,Very Good,G,VS2,61.6,58,5919,6.4,6.45,3.96,1.2468085615964637
1.01,Very Good,G,VS2,59.1,58,5919,6.56,6.63,3.9,1.2468085615964637
1.01,Very Good,G,VS2,63,57,5919,6.35,6.42,4.02,1.2468085615964637
1.35,Premium,I,SI2,62.3,59,5919,7.09,7.03,4.4,0.7667011179149371
1.51,Fair,H,SI2,66.9,57,5919,7.13,7.09,4.75,0.6354904721900284
1.51,Fair,F,SI2,65.4,56,5919,7.2,7.08,4.67,0.6354904721900284
1,Good,G,VS1,63.9,55,5920,6.28,6.34,4.03,1.2679875024457243
1.28,Very Good,I,SI1,63.6,54,5920,6.87,6.9,4.38,0.8383989239317284
1.21,Premium,E,SI2,61.7,59,5920,6.83,6.78,4.2,0.921259256288145
1.32,Premium,I,SI2,58.4,60,5921,7.24,7.15,4.2,0.7963949843884328
1,Good,G,VS1,58.6,62,5921,6.5,6.53,3.82,1.2682016895238402
1.18,Premium,I,VS1,62.1,58,5921,6.76,6.7,4.18,0.9610085619133464
1.21,Very Good,D,SI2,60.9,58,5922,6.83,6.89,4.18,0.9215704925233781
1.02,Good,G,VS2,63.6,57,5922,6.41,6.38,4.07,1.2270135471002754
1.02,Ideal,G,VS2,62.6,57,5922,6.43,6.41,4.02,1.2270135471002754
1.09,Ideal,F,SI1,62,56,5922,6.61,6.59,4.09,1.0978467434801626
1.09,Ideal,F,SI1,62,56,5922,6.61,6.56,4.08,1.0978467434801626
1.27,Good,I,VS2,63.3,63,5923,6.82,6.87,4.33,0.849921835055551
1.01,Premium,F,VS2,59.7,60,5923,6.41,6.38,3.82,1.2476511421415533
1.03,Very Good,D,SI1,62.5,59,5924,6.45,6.48,4.04,1.2075231908392972
1.29,Premium,H,SI2,60.1,58,5924,7.02,6.95,4.2,0.8280951278084153
1.14,Premium,F,SI1,61.1,59,5925,6.7,6.75,4.11,1.0188717459277825
1.14,Premium,F,SI1,59.6,58,5925,6.78,6.8,4.05,1.0188717459277825
1.27,Ideal,J,VS2,62.9,54,5925,6.87,6.9,4.33,0.8502088253763534
1.25,Premium,I,VS2,62.2,57,5925,6.92,6.84,4.28,0.8731285713518968
1.29,Ideal,H,SI2,62.1,57,5926,6.95,6.93,4.31,0.8283747007752645
1.08,Good,D,SI1,63.8,59,5927,6.47,6.39,4.1,1.1158764315497949
1.05,Premium,G,VS2,62.5,55,5927,6.59,6.54,4.1,1.169819379446525
1.05,Premium,D,SI1,60.5,56,5927,6.7,6.59,4,1.169819379446525
1,Ideal,F,VS2,62.1,57,5929,6.34,6.38,3.95,1.2699151861487687
1,Ideal,D,SI1,59.9,56,5929,6.51,6.54,3.91,1.2699151861487687
1,Very Good,H,VVS2,60.3,59,5929,6.41,6.46,3.88,1.2699151861487687
1,Very Good,F,VS2,62.9,59,5929,6.3,6.33,3.97,1.2699151861487687
1,Very Good,F,VS2,58.7,62,5929,6.51,6.6,3.85,1.2699151861487687
1,Good,F,VS2,63.7,59,5929,6.27,6.32,4.01,1.2699151861487687
1.23,Premium,E,SI2,62.5,58,5929,6.86,6.81,4.27,0.8976565966695147
1.02,Very Good,F,SI1,62.9,56,5930,6.39,6.43,4.03,1.228671113526618
0.3,Ideal,F,VS2,62.3,57,605,4.3,4.33,2.69,0.974535334904931
0.3,Ideal,G,VS1,61.4,55,605,4.31,4.36,2.66,0.974535334904931
0.3,Ideal,G,VS1,61.5,57,605,4.31,4.34,2.66,0.974535334904931
0.3,Premium,G,VS1,61.3,58,605,4.29,4.33,2.64,0.974535334904931
0.3,Ideal,F,VS2,60.7,57,605,4.29,4.34,2.62,0.974535334904931
0.3,Ideal,G,VS1,61.8,55,605,4.31,4.33,2.67,0.974535334904931
0.3,Very Good,G,VS1,62.9,60,605,4.18,4.22,2.64,0.974535334904931
0.3,Premium,G,VS1,61.8,60,605,4.29,4.32,2.66,0.974535334904931
0.3,Ideal,H,VVS2,60.4,56,605,4.32,4.36,2.62,0.974535334904931
0.3,Good,G,VS1,63.8,55,605,4.25,4.28,2.72,0.974535334904931
0.3,Ideal,F,VS2,61.6,57,605,4.28,4.32,2.65,0.974535334904931
0.3,Ideal,F,VS2,61.3,55,605,4.3,4.32,2.64,0.974535334904931
0.3,Premium,G,VS1,61.9,59,605,4.28,4.32,2.66,0.974535334904931
0.3,Very Good,H,VVS2,63,56,605,4.23,4.28,2.68,0.974535334904931
0.3,Premium,H,VVS2,61.5,58,605,4.28,4.3,2.64,0.974535334904931
0.3,Ideal,G,VS1,62.3,56,605,4.29,4.32,2.68,0.974535334904931
0.3,Premium,F,VS2,62.5,58,605,4.29,4.32,2.69,0.974535334904931
0.3,Ideal,F,VS2,60.7,56,605,4.32,4.34,2.63,0.974535334904931
0.3,Good,H,VVS2,63.1,60,605,4.24,4.28,2.69,0.974535334904931
0.3,Good,G,VS1,63.6,54,605,4.25,4.31,2.72,0.974535334904931
0.3,Ideal,G,VS1,62.5,57,605,4.29,4.32,2.69,0.974535334904931
0.3,Very Good,G,VS1,61.2,59,605,4.28,4.32,2.63,0.974535334904931
0.3,Premium,H,VVS2,62,58,605,4.3,4.35,2.68,0.974535334904931
